subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Anthropology,Question Papers of NET Dec. 2012,Paper III,26,निम्नलिखित में से कौन-सा मानवजातीयता के बारे में सही है ?,उस स्थिति में मानवजातीयता को पृथक किया जाता है जब लोग अपने लिए कुछ पहचान का दावा करते हैं।,"मानवजीयता का आधार भाषा, धर्म, इतिहास, भूगोल, नातेदारी हो सकती है।",मानवजीयता को शांतिपूर्ण बहु-संस्कृति या भेदभाव रहित या हिंसक टकराव में व्यक्त किया जा सकता है।,उपर्युक्त सभी,D,ANT_749e8bbe,Normal MCQ
Anthropology,Question Papers of NET Dec. 2012,Paper III,27,"""आर्बोरील"" से तात्पर्य है :",प्रथम वास,वृक्ष वास,नगर वास,जल वास,B,ANT_4d9b22bb,Normal MCQ
Anthropology,Question Papers of NET Dec. 2012,Paper III,28,बड़ी आबादी में विद्यमान तत्त्व के लिए सामान्य वितरण से पता चलता है -,उस तत्व के लिए सभी व्यक्ति होमोजाइगस (समयुग्मज) हैं।,औसत मूल्य तक अधिक व्यक्ति निकट आते हैं।,कुछ ही लोगों में अति जीनोटाइप होता है ।,(B) और (C) दोनों ।,D,ANT_2f884910,Normal MCQ
Anthropology,Question Papers of NET Dec. 2012,Paper III,29,"""आनुवंशिक"" शब्द का प्रयोग करने वाला पहला व्यक्ति कौन था ?",ए. मार्शल,डब्ल्यू. बटेसन,जे. एफ. क्राउ,डी. फाल्कोनर,B,ANT_0355d0f5,Normal MCQ
Anthropology,Question Papers of NET Dec. 2012,Paper III,30,निम्नलिखित में से किसने टांग बच्चे का पता लगाया ?,आर. क्लार्क,टी. ह्वाइट,जे. वाल्कर,आर. डार्ट,D,ANT_e84807ea,Normal MCQ
Anthropology,Question Papers of NET Dec. 2012,Paper III,31,अवरोही क्रम में सही क्रम अभिनिर्धारित कीजिए :,जाति - उपजाति - आबादी - व्यक्ति,जाति - आबादी - उपजाति - व्यक्ति,व्यक्ति - जाति - उपजाति - आबादी,आबादी - उपजाति - जाति - व्यक्ति,A,ANT_1d5fc14f,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,32,दंत वृत्ताशं में दांत के सही क्रम को अभिनिर्धारित कीजिए :,कैनाइन - इनसाइजर - प्रीमोलर - मोलर,प्रीमोलर - कैनाइन - मोलर - इनसाइजर,इनसाइजर - कैनाइन - प्रीमोलर - मोलर,इनसाइजर - प्रीमोलर - कैनाइन - मोलर,C,ANT_35c95769,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,33,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है । अभिकथन (A) :बर्ज़ाहम में भारत के नव पाषाणकाल का अनोखा रूप दिखाई देता है । तर्क (R) : इसमें गड्ढा वास पाया जाता है। कूट :",(A) और (R) दोनों सही हैं ।,(A) सही है और (R) गलत हैं ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों गलत हैं ।,A,ANT_d24269c8,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,34,नीचे दो कथन दिए गए है : इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : इनामगांव में जार्वे संस्कृति के व्यवसाय की सततता पाई जाती है। तर्क (R) : वहां एक से अधिक व्यवसाय के स्तर हैं । कूट :,(A) और (R) दोनों सही हैं।,(A) सही है और (R) गलत है ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों गलत हैं।,A,ANT_bf73ed2e,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,35,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : कोंटाजिअस जादू में वस्तु को ऐसा क्या किया जाता है जिससे उस व्यक्ति पर प्रभाव पड़ने का विश्वास माना जाता है, जो एक बार उसके संपर्क में आता है। तर्क (R) : जादू का कार्य शारीरिक उत्पाद पर किया जाता है, जिसके संबंध में ऐसा विश्वास है कि वह संयोगवश उस व्यक्ति तक पहुँच आता है और वांछित परिणाम देता है। उपर्युक्त कथनों के आधार पर सही उत्तर चुनिए । कूट :",(A) और (R) दोनों सही हैं।,(A) सही है और (R) गलत है ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों गलत हैं।,A,ANT_4e5e7fab,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,36,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) और दूसरा तर्क (R) है : अभिकथन (A) : दस्त, पांच वर्ष से कम उम्र के बच्चों की मृत्यु का मुख्य कारण है । तर्क (R) : मौखिक पुनर्जलीकरण उपचार (ओ आर टी) दस्त से होने वाली मृत्यु को रोकने में अधिक कारगर नहीं होता है । कूट :",(A) और (R) दोनों सही हैं।,(A) सही है और (R) गलत है ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों गलत हैं।,B,ANT_fd119ce6,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,37,"नीचे दो कथन दिए गए हैं : इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : भोजन संग्राहक समाज इक्वीजेनेचर की मुख्य-मुख्य विशेषताओं वाला होता है। तर्क (R) : भोजन संग्राहक समाज के सदस्य किन्ड्रिड समूह के हैं, जो सामान्यतः सीमित भोजन संसाधनों के साथ रहते हैं। कूट :",(A) सही है और (R) गलत है ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,C,ANT_438bee4f,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,38,"नीचे दो कथन दिए गए हैं उनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : पारंपरिक रूप से आदिवासियों को अंतर्विवाह करने वाले सामाजिक समूह के रूप में परिभाषित किए जाते हैं, जिनमें मजबूत नातेदारी संबंध होते हैं, एक क्षेत्र, एक भाषा और एक संस्कृति होती है । तर्क (R) : उपर्युक्त परिभाषा अब बदलते हुए आदिवासी समाज में विधिमान्य नहीं है, क्योंकि उन पर कई बाह्य शक्तियों का प्रभाव पड़ा है । उपर्युक्त कथनों के आधार पर सही उत्तर का चयन कीजिए । कूट :",(A) और (R) दोनों सही हैं।,(A) सही है और (R) गलत है ।,(A) गलत है और (R) सही है ।,(A) और (R) दोनों गलत हैं ।,A,ANT_af87c74f,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,39,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : अल्बीनिज्म को एकल पश्चगामी तत्त्व द्वारा तय किया जाता है। तर्क (R) : मेलेनियन पिगमेंट की उपस्थिति द्वारा अल्बीनिज्म की विशेषता बताई जाती है। कूट :",(A) सही है और (R) गलत है ।,(A) और (R) दोनों गलत हैं ।,(A) और (R) दोनों सही हैं ।,(A) गलत है और (R) सही है.,A,ANT_4e01a531,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,40,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है । अभिकथन (A) : एम एन ब्लड ग्रुप की विशेषता तीन फेनोटाइप और तीन जेनोटाइप द्वारा बताई जाती है। तर्क (R) : एम एन ब्लड ग्रुप प्रणाली तीन को-डोमिनेंट एलेलस द्वारा तय किए जाते है। कूट :","(A) सही है, लेकिन (R) गलत है ।",(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,(A) गलत है लेकिन (R) सही है ।,A,ANT_dc62b7ab,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,41,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : सब - सहारा अफ्रीकियों में लोगों की तुलना में धरातल क्षेत्र घटा हुआ दिखाया गया है । तर्क (R) : सब-सहारा क्षेत्र को गरम जलवायु वाले क्षेत्र के रूप में जाना जाता है। कूट :",(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,"(A) गलत है, लेकिन (R) सही है ।","(A) सही है, लेकिन (R) गलत है ।",C,ANT_66abffec,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,42,"नीचे दो कथन दिए गए हैं, इनमें से एक अभिकथन (A) है और दूसरा तर्क (R) है : अभिकथन (A) : उम्र के साथ-साथ वजन बढ़ना बेहतर शारीरिक विकास का सूचक है। तर्क (R) : अच्छे पोषक शरीर के वजन को बढ़ाते हैं। कूट :",(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,"(A) सही है, लेकिन (R) गलत है ।","(A) गलत है, लेकिन (R) सही है ।",A,ANT_f803ff89,Assertion and Reason
Anthropology,Question Papers of NET Dec. 2012,Paper III,43,धर्म के विकास को उनके बढ़ते हुए क्रम में अभिनिर्धारित कीजिए :,थीज्म - शामानिज्म - आडोलेटरी - फेटिशिज्म (B) ओरिग्नासिएन - सोलूट्रीन - चेट्टलपरसोनीन,फेटिशिज्म - थीज्म - शामानिज्म - आडोलेटरी,शामानिज्म - फेटिशिज्म - थीज्म - आडोलेटरी,फेटिशिज्म - शामानिज्म - आडोलेटरी - थीज्म,D,ANT_02fea6ac,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,44,अफ्रीका के आदि होमिनिअस के घटते क्रम का सही क्रम अभिनिर्धारित कीजिए :,साहेलानथ्रोपस चेडेनसिस - एर्डिपिथेक्स रेमिडस - आस्ट्रालोपिथेक्स एनामेनसिस - आस्ट्रालोपिथेक्स अफ्रेंसिस,आस्ट्रालोपिथेक्स अफ्रेंसिस - आस्ट्रालोपिथेक्स एनामेनसिस - साहेलानथ्रोपस चेडेनसिस आस्ट्रालोपिथेक्स रेमिडस,साहेलानथ्रोपस चेडेनसिस - आस्ट्रालोपिथेक्स एनामेनसिस - आस्ट्रालोपिथेक्स रेमिडस - आस्ट्रालोपिथेक्स अफ्रेनसिस,आस्ट्रालोपिथेक्स रेमिडस - साहेलानथ्रोपस चेडेनसिस - आस्ट्रोलोपिथेक्स अफ्रेंसिस - आस्ट्रालोपिथेक्स एनामेनसिस,A,ANT_af83be61,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,45,बढ़ते हुए क्रम में सही क्रम अभिनिर्धारित कीजिए :,सराय नाहर राय - बघोरे-II - चिरान्द,चिरान्द - सराय नाहर राय - बघोरे-II,बघोरे-II - सराय नाहर राय - चिरान्द,सराय नाहर राय - चिरान्द - बघोरे-II,C,ANT_05519a52,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,46,बढ़ते हुए क्रम में सही क्रम अभिनिर्धारित कीजिए :,चेट्टलपरसोनीन - सोलूट्रीन - ओरिग्नासिएन,ओरिग्नासिएन - सोलूट्रीन - चेट्टलपरसोनीन,सोलूट्रीन - ओरिग्नासिएन - चेट्टलपरसोनीन,चेट्टलपरसोनीन - ओरिग्नासिएन - सोलूट्रीन,D,ANT_ef7df726,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,47,एल.एच.मार्गन द्वारा दिए गए परिवार के विकास के सही क्रम को अभिनिर्धारित कीजिए :,सिंडसमियन - पुनलुआन - मानोगेमियन - कनसनग्विन,पुनलुआन - कनसनग्विन - सिंडसमियन - मानोगेमियन,कनसनग्विन - सिंडसमियन - पुनलुआन - मानोगेमियन,कनसनग्विन - पुनलुआन - सिंडसमियन - मानोगेमियन,D,ANT_e53ce37d,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,48,रोबर्ट रेडफील्ड के अनुसार सही क्रम अभिनिर्धारित कीजिए :,गाँव - समुदाय - क्षेत्र - राज्य,समुदाय - गाँव - राज्य - क्षेत्र,क्षेत्र - राज्य - समुदाय - गाँव,राज्य - क्षेत्र - समुदाय - गाँव,D,ANT_175345ee,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,49,ब्रिटिश स्कूल ऑफ स्ट्रक्चरल फंक्शनलिज्म के योगदानकर्त्ताओं को सही क्रम में अभिनिर्धारित कीजिए :,"रेडक्लिफ ब्राउन, नाडल, लीच, फिर्त","नाडल, रेडक्लिफ ब्राउन, फिर्त, लीच","लीच, नाडल, फिर्त, रेडक्लिफ ब्राउन","फिर्त, लीच, रेडक्लिफ ब्राउन, नाडल",A,ANT_93a14986,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,50,प्लिओ-पिलेस्टोसीन होमिनिड विकास के जलवायु रूप के सही क्रम को पहचानिए :,सबट्रोपिकल वन - सवाना के घास के मैदान - भारी ठंडा - वन लुप्त,सबट्रोपिकल वन - वन लुप्त - सवाना के घास के मैदान - भारी ठंडा,वन लुप्त - सवाना के घास के मैदान - भारी ठंडा - सबट्रोपिकल वन,सवाना के घास के मैदान - भारी ठंडा - वन लुप्त - सबट्रोपिकल वन,A,ANT_51191c6d,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,51,संप्रेषण की प्रक्रिया में सही क्रम अभिनिर्धारित कीजिए :,प्रेषक - संदेश - चैनल - रिसीवर,प्रेषक - चैनल - संदेश - रिसीवर,संदेश - प्रेषक - चैनल - रिसीवर,चैनल - रिसीवर - संदेश - प्रेषक,A,ANT_f5d715bb,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,52,निम्नलिखित को घटते हुए कालक्रम में लगाइए :,अनुप्रयुक्त नृविज्ञान - क्रिया नृविज्ञान - साल्वेज इश्नोलोजी,साल्वेज इश्नोलोजी - अनुप्रयुक्त नृविज्ञान - क्रिया नृविज्ञान,क्रिया नृविज्ञान - अनुप्रयुक्त नृविज्ञान - साल्वेज इश्नोलोजी,साल्वेज इश्नोलोजी - क्रिया नृविज्ञान - अनुप्रयुक्त नृविज्ञान,C,ANT_ed40c64e,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,53,निम्नलिखित भूकंप आपदा को पुराने समय से नये समय तक के सही कालक्रम में लगाइए :,भुज - लातूर - कश्मीर - सिक्किम,लातूर - भुज - कश्मीर - सिक्किम,कश्मीर - लातूर - सिक्किम - भुज,लातूर - कश्मीर - सिक्किम - भुज,B,ANT_be33ec0c,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,54,"शतपथ ब्राह्मण के अनुसार “ऋणों"" के निम्नलिखित क्रम में कौन-सा क्रम सही है ?",मित्र ऋण - पितृ ऋण - ऋषि ऋण - देव ऋण,ऋषि ऋण - देव ऋण - मित्र ऋण - पितृ ऋण,देव ऋण - ऋषि ऋण - पितृ ऋण - मित्र ऋण,पितृ ऋण - मित्र ऋण - देव ऋण - ऋषि ऋण,C,ANT_b6965a04,Sequence / Ordering
Anthropology,Question Papers of NET Dec. 2012,Paper III,55,सूची - I की मद के साथ सूची - II की मद को सुमेलित कीजिए । नीचे दिए कूट को प्रयोग कीजिए । सूची - I (लेखक)                  सूची - II (पुस्तक) a. रूथ बेनेडिक्ट                i. द नेचर ऑफ कल्चर b. क्लिफोर्ड ग्रिज़                ii. प्रिमिटिव कल्चर c. ई.बी. टेलर                    iii. द इंटरप्रिटिशन ऑफ कल्चर d. ए. एल. क्रोबर                iv. पैटर्न ऑफ कल्चर कूट : a b c d,iv i iii ii,iii iv ii i,iv iii ii i,iv ii i iii,C,ANT_07ef444c,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,56,सूची-I की मद के साथ सूची-II की मद को सुमेलित कीजिए । नीचे दिये गए कूट का उपयोग कीजिए : सूची - I                                                सूची - II a. कोएफिसिएंट ऑफ वेरिएशन             i. टेस्ट द नल हाइपोथिसिस b. स्टैंडर्ड डेविएशन                              ii. एवरेज c. मीन                                               iii. अब्सलूट मेजर ऑफ वेरिएशन d. चि-स्कवेअर                                    iv. रिलेटिव मेजर ऑफ वेरिएशन कूट : a b c d,iv ii iii i,iii i ii iv,iv iii ii i,ii iii i iv,C,ANT_888485f7,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,57,सूची - I की मद के साथ सूची - II की मद को सुमेलित कीजिए । नीचे दिए गए कूट का उपयोग कीजिए : सूची - I                  सूची - II a. केनाइन               i. अल्ना b. लीनिया अस्पेरा     ii. अल्वेलोर आर्क c. ओलेक्रेनन           iii. फीमर प्रोसेस d. डायस्टमा            iv. मैनडिबल कूट : a b c d,iv i iii ii,iii i ii iv,ii iii i iv,iv iii i ii,D,ANT_d975b4eb,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,58,सूची - I की मद के साथ सूची - II की मद को सुमेलित कीजिए । नीचे दिए गए कोड का उपयोग कीजिए । सूची -                                          I सूची - II a. पोलीमोर्फिक तत्त्व                         i. र्यूमेटॉइड अर्थराइटिस b. ऑटो इम्यून रोग                           ii. इंटेलिजेंस माप c. आई. क्यू. परीक्षण जन्मजात कमी     iii. मेटाबोलिज्म की d. अलकैप्टोनूरिया                             iv. आनुवंशिक अंतर कूट : a b c d,iv iii ii i,iv i ii iii,i iii ii iv,ii iv iii i,B,ANT_bf70ac34,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,59,सूची-I की मद के साथ सूची-II की मद को सुमेलित कीजिए । नीचे दिए गए कूट का उपयोग कीजिए : सूची - I                        सूची - II a. पुरापाषाण काल          i. सभ्यता b. नवपाषाण काल          ii. उच्च बर्बरता c. ताम्र युग                    iii. सावेजरी d. आदि कांस्य काल       iv. बर्बरता कूट : a b c d,i ii iii iv,iv iii ii i,iii iv ii i,ii i iv iii,C,ANT_cba06f8d,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,60,सूची-I की मद के साथ सूची-II की मद को सुमेलित कीजिए । नीचे दिए गए कूट का उपयोग कीजिए : सूची - I                            सूची - II a. स्ट्रक्चरलिज्म                   i. क्राइबर b. फंक्शनलिज्म                   ii. ई.आर. लीच c. डिफ्यूजनलिज्म                 iii. मैलिनोवस्की d. सुपर आर्गनिक थियरी        iv. बोअस ऑफ कल्चर a b c d,ii iii iv i,iv iii ii i,ii iv i iii,iii i iv ii,A,ANT_97806c30,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,61,सूची-I की मद के साथ सूची-II की मद को सुमेलित कीजिए । नीचे दिए गए कूट का उपयोग कीजिए । सूची - I                          सूची - II a. इपिडेमियोलोजी             i. ट्राइग्लिसराइड b. फैट                             ii. रिकेट्स c. रेटिनोल                        iii. रोगों का प्रसार और इटेओलोजी d. कैलसिफेरोल                 iv. अंधता कूट : a b c d,iv ii iii i,iii i iv ii,i iv iii ii,ii i iii iv,B,ANT_53a5838a,Match the List
Anthropology,Question Papers of NET Dec. 2012,Paper III,62,सूची-I की मद के साथ सूची-II की मद को सुमेलित कीजिए । नीचे दिए गए कूट का उपयोग कीजिए : सूची - I              सूची - II a. नर्मदा               i. इंडोनेशिया b. संगीरन             ii. तंजानिया c. झाओकोडीन      iii. भारत d. ओल्डूवे जार्ज      iv. चीन कूट a b c d,iii iv i ii,i iii iv ii,ii iv iii i,iii i iv ii,D,ANT_05d62809,Match the List
