subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,11,"इस गीत के रचयिता कौन हैं- ""बिमल प्रोभाते मिली एकसाथे""?",ज्योतिरिंद्रनाथ,सत्येंद्रनाथ,रबींद्रनाथ,देवेंद्रनाथ,A,RAB_337d91fb,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,12,रतन देवी का ब्रिटिश नाम क्या है ?,एलिस रिचर्डसन,मैडम नेलसन,मैडम अल्बेरी,मार्गरिट विलकिन्सन,A,RAB_849d6900,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,13,टैगोर ने निम्नलिखित में से किस ताल की रचना की है ?,सुरफाँक ताल,अर्ध झपताल,नब ताल,रूपक ताल,C,RAB_2de99428,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,14,निम्नलिखित में से किस पुस्तक में संगीत पर टैगोर की सारी रचनाएं संकलित हैं ?,छबी ओ गान,काब्य परिक्रमा,संगीत चिंता,रबीन्द्र कथा,C,RAB_a75c7178,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,15,"""आमादेर शांतिनिकेतन"" की रचना के पूर्व कौन सा गीत शांतिनिकेतन का 'आश्रम संगीत' था?",भुबनेश्वर हे,मोरा सत्यरो पोरे मोन,पादप्रांते राखो सेबोके,देहो ज्ञान दिव्य ज्ञान,B,RAB_2a4c64a7,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,16,"सही उत्तर चुनें : ""काली घटाओं वाला जून आ चुका है"" यह किस गीत का अनुवाद है ?",आबार श्रावण होये एले फिरे,आबार एसछे आषाढ़,अजी झोरेर राते,आषाढ़ संध्या घोनिये एलो,B,RAB_e0e3ba51,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,17,"सही उत्तर चुनें : ""तुम मुझे जाग्रत रखो"" - किस गीत का अनुवाद है ?",तोमाय गान शोनाबो,तुमी अमाय देकेछिले,तोर भितोरे जागिया के जे,एबार अमाय डाकले दुरे,A,RAB_0d53f2e7,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,18,"सही उत्तर चुने : ""यहाँ है तुम्हारा पाँवदान""- किस गीत का अनुवाद है ?",तबो सिंहासनेर आसन होते,जोदि आमाय तुमी बांचाओ,जेथाये थाके सबार अधम,तुमी रबे निरबे,C,RAB_53da5fa8,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,19,"हमारे 'गायत्री मंत्र'- ""ऊँ भुर्भुवःस्वः"" से निःसृत गीत इनमें से कौन हैं ?",तुमी आमादेर पिता,शुभो कर्मपथे,आकाशे दुई हाते प्रेम बिलाये,आकाश होते आकाशपॉथे,D,RAB_539441c9,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,20,बेला' से 'गया' की यात्रा के दौरान ट्रेन की सीट पर रचित 'गीताली' के गीत का उल्लेख करें :,नाइ बा डाको रोइबो,चोली गो चोली गो,पांथो तुमी पांथोजानेर शाखा हे,ओगो पॉथेर साथी,D,RAB_697dba02,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,21,दिनेन्द्रनाथ द्वारा रचित रबीन्द्र संगीत के प्रथम स्वर संकेत (नोटेशन) का उल्लेख करें :,ना बोले जेओना चोले,हासिरे की लुकबी लाजे,सारा बरष देखी ने मा,बांचन बांची मारेन मोरी,D,RAB_11b1ff48,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,22,निम्नलिखित में से कौन सा गीत 'हमबीर' राग में ध्वनित है ?,मध्यदिनेर बिजन बातायने,मध्य दिने जाबे गान,मधुर रूपे बिराजो,मधुर बसन्त एशेसे,B,RAB_4991d4e4,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,23,निम्नलिखित में से कौन 'एकादशी ताल' पर आधारित है ?,दुआर मोर पठा पाशे,दुजने देखा होलो,दुआरे दाओ मोरे,दुई हृदयेर नदी,C,RAB_fc188aac,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,24,निम्नलिखित में से कौन सा गीत 'काफी' राग में ध्वनित है ?,श्राबन तुमी बातासे कर,श्राबन मेघेर अधिक द्वार,अबार श्राबन होए ऐले फिरे,सोकोरून बेनु बजाये,C,RAB_af985785,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,25,निम्नलिखित में से विषम ताल को चुनिये :,से कोन पागोल जाय पथे तोर,सकल बेलार आलोय बाजे,नाई नाई भाय,बाछा सहज कोरे,C,RAB_3183b1e6,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,26,महान सत्यजीत रे विश्व भारती के किस भवन के विद्यार्थी थे?,संगीत भवन,कला भवन,शिक्षा भवन,विद्या भवन,B,RAB_53d1f22e,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,27,निम्नांकित में से किस कलाकार ने सत्यजीत रे की फिल्म कंचनजंघा के लिए 'ए पाराबासे रबे की' गीत रेकार्ड किया था ?,अमिया टैगोर,कनिका बंधोपाध्याय,देवब्रत बिश्वास,किशोर कुमार,A,RAB_7f60969b,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,28,गीतांजलि का मुख चित्र (सॉन्ग ऑफरिंग) किसके द्वारा तैयार किया गया है ?,नंदलाल बसु,अबनीन्द्रनाथ,विलियम रोथेन्सटीन,डब्ल्यू.बी. यीट्स,C,RAB_490ac44a,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,29,बाउलंगा पर आधारित गीत 'आज धानेर क्षेते रौद्रछायाय'. में कौन सा राग है ?,पंचम,बिभास,बहार,खमाज,B,RAB_6ea24405,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,30,निम्नलिखित में से कौन-सी गीत धून ट्यून पर आधारित है ?,महाराज ए कि साजे एले,"ओलो साई, ओलो साई",दिबानिशी कोरिया जोतन,केहो करो मोन बुझे ना,C,RAB_f85543ec,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,31,टैगोर द्वारा किस नवीन राग सम्मिश्रण की रचना की गई ?,भीम पलाश्री,असावरी भैरवी,असावरी,बागेश्री,B,RAB_16b0e013,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,32,"""तिमिरामयो निबिरोनिशा"" के सही राग और ताल को पहचानें :",हमीर - कहरवा,मेघ - झपताल,बेहाग - त्रिताल,इमनकल्याण - तियोडा,B,RAB_69a98d4a,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,33,टैगोर का मूल उपनाम क्या था ?,कुशारी,चट्टोपाध्याय,दिशारी,गोस्वामी,A,RAB_2455d53c,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,34,रबीन्द्रनाथ टैगोर की फिल्म 'नटीर पुजा' का निर्देशन किसने किया था ?,रबीन्द्रनाथ टैगोर,सत्यजीत रे,मृणाल सेन,तरुण मजुमदार,A,RAB_bda8e09f,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,35,चारुचंद्र बंदोपाध्याय ने निम्नलिखित में से किस पुस्तक की रचना की है ?,बंगईकेतन,रबि रशमी,आनन्द सबकजे,रस मंजरी,B,RAB_be96fbbd,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,36,गीत 'गोपन प्राणे एकला मानुष .. ' किस ताल पर आधारित है ?,रूपक,तेवडा,सस्थी,कहरवा,C,RAB_4090a333,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,37,निम्नलिखित में से कौन-सा गीत पश्चिमी धुन पर आधारित है ?,लिखना तोमार,कतबार भेबेछिनू,निशिदिन भारसा राखिस,निबिड़ा अमा तिमिरो होते,B,RAB_66fe1683,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,38,टैगोर ने 'अरो अरो प्रभु अरो अरो' गीत को निम्नलिखित में से किस नाटक के लिये रचा है ?,मुक्तो धारा,विसर्जन,प्रायश्चित्त,राजा,C,RAB_10deab32,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,39,निम्नलिखित में से कौन सा गीत 'कीर्तन' पर आधारित है ?,खरोबायो बॉय बेगे,फूले फूले धोले धोले,सखी बोहे गेलो बेला,मया बना बिहारिणी हरिणी,C,RAB_8e0724ef,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,40,"""भानु सिंगेर पदावली’ के बोल किस भाषा में है ?",बंगला में,मैथिली में,नेपाली में,भोजपुरी में,B,RAB_e302ab52,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,41,निम्न में से सही युग्म का पता लगाएं :,अमार जीवनोपात्रा - चित्रांगद,कहो कहो मोरे प्रिये - मायर खेला,कहारे हेरिलम - श्याम,श्रावनेर कलो जे मेघ - चंडालिका,D,RAB_3236340d,Match the List
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,42,किस गीत नाटिका में 'अशोक' एक पात्र के रूप में है ?,मायर खेला,कालमृगया,वाल्मीकि प्रतिभा,तारेर देश,A,RAB_5265ac8e,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,43,वर्ष 1936 में लिखित एवं प्रकाशित नृत्य-नाटिका का नाम बताएं :,श्याम,चित्रांगद,मायर खेला,चंडालिका,B,RAB_5e491b0a,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,44,किस नृत्य-नाटिका में हम 'अनुचर' का पात्र पाते हैं ?,बिदाय अभिशाप,चंडालिका,चित्रांगद,तारेर देश,B,RAB_d5afb49c,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,45,निम्नलिखित में से वह गीत कौन सा जो अन्य तीनों से पूर्णतः भिन्न है ?,अमरा मिलेछि आज मायेर डाके,आमि सुधु रोयनु बाकी,श्यामा एबार छेड़े चोलेखि मा,तोमार खोला हावया लागिए पाले,D,RAB_fd518f53,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,46,"""धुलेर आंचोल भोरछे आज पाका फसले"" किस नाटक में प्रयुक्त गीत की बीच की पंक्ति है ?",नटीर पूजा,बिसर्जन,मालिनी,रखता करोबी,D,RAB_955b6d2f,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,47,निम्नलिखित में से कौन सा गीत विषय वस्तु की दृष्टि से अन्य तीनों से भिन्न है?,अमाय क्षमो हे क्षमो,हाय हेमंतलक्ष्मी,ए बेला डाक पोरेछे,शुष्को तापेर दोइत्तोपुरे,A,RAB_d76a702a,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,48,निम्नलिखित में से कौन से महान यशराज कलाकार गुरुदेव रबीन्द्रनाथ टैगोर के समय एक कलाकार के रूप में शांतिनिकेतन संगीत भवन आए थे ?,निर्मल नंदी,रणधीर रॉय,आशीष चन्द्र बंदोपाध्याय,अवनीन्द्र नाथ टैगोर,C,RAB_7324d7e9,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,49,रबीन्द्रनाथ टैगोर अपने पूर्ववर्ती काल में कौन सा गीत लिखा था ?,हे नूतन देखा दिक आरबार,तुमी कोन भांगोनेर पथे एले,दिनान्तो बेलाए शेषेर फसल,केनो बाजाओ काकन कणो-कणो,D,RAB_84fd4413,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,50,"निम्नलिखित में से कौन सा गीत रबीन्द्र नाथ ने राग ""दरबारी कन्हारा"" में रचित की है ?",कि गाबो अमि कि सुनाबो,एबार निरब कोरे दाओ हे तोमार,हृदये तोमार दया जेनो पाई,ओरे भाई फागुन लेगेछे बोने बोने,B,RAB_c85b1911,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,51,कौन सा गीत फाल्गुनी है ?,अमि फुल तुलिते एलेम बोने,यदि तारे नाई चिनि गो,धिरे बन्धु धिरे,जाखोन ऐसेछिले अन्धकारे,C,RAB_1fb9c4bc,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,52,निम्नलिखित सूची में से वह गीत बताए जिसका ताल एकल ताल पर आधारित नहीं है ?,ग्राम छाड़ा आई रांगामाटीर पथ,विश्ववीणा रोबे,आमार मोल्लिकाबोने,सुरेर गुरु,B,RAB_66ddd247,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,53,रबीन्द्र नाथ टैगोर ने 'कोलकाता में मणिपुरी नृत्य' को प्रारंभ करने एवं उसे पुनर्जीवित करने के लिए वर्ष 1926 में त्रिपुरा से किसे अपने साथ लाया ?,गुरु विपिन सिंह,गुरु अतमोला सिंह,गुरु नवकुमार सिंह,गुरु अमुबी सिंह,B,RAB_e62ea937,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,54,सौरेन्द्र मोहन टैगोर के संगीत शिक्षक कौन थे ?,काली प्रसन्ना बंदोपाध्याय,कृष्णधन बंदोपाध्याय,राधा मोहन स्वामी,खेत्र मोहन गोस्वामी,D,RAB_4edbdc3b,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,55,किस गीत की रचना रबीन्द्रनाथ टैगोर द्वारा नहीं की गयी है ?,बोने एमोन फूल फूटेछे,ओई देखा जाए बारी अमार,घरते भ्रमर एलो गुनगुनिए,अमि फूल तुलिते एलेम बोने,B,RAB_56dae9f7,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,56,निम्न में कौन सा गीत ख्याल की शैली नहीं है ?,आंखी जल मुछाइले,मन जागो मंगल लोके,अमी तारे खुंजे बेराई,दाऊ हे हृदय भोरे दाऊ,C,RAB_6bce36a6,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper III,57,निम्नलिखित गीतों को कालक्रमानुसार व्यवस्थित करें : (a) फूल बोले धन्य अमि माटिर पोरे (b) बाणी मोर नहीं नहीं (c) तोमारी कोरियाछी जिबानेरो ध्रुवतारा (d) सकातारे ओई कंडीछे सोकाले कूट :,"(a), (b), (c), (d)","(b), (c), (a), (d)","(d), (c), (b), (a)","(c), (d), (a), (b)",D,RAB_83f0aaa9,Sequence / Ordering
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,1,"""इसमें शक्ति है परन्तु कलोल नहीं है।"" (इहते शक्ति अछे किंतु लीला नय) - इस कथन का तात्पर्य किस घटनाक्रम के बारे में है ?",वैदिक स्तोत्र,पश्चिमी सौहार्द,तत्कालीन कलकत्ता का नाट्य संगीत,आधुनिक बंगाली गीत,B,RAB_4810ed84,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,2,डॉ. यॉर्क ट्रॉटर कौन थे ?,लंदन एकेडमी ऑफ़ म्यूजिक के सचिव,लंदन एकेडमी ऑफ़ म्यूजिक के अध्यक्ष,लंदन एकेडमी ऑफ़ म्यूजिक के प्राचार्य,लंदन एकेडमी ऑफ़ म्यूजिक के प्रबंधक,C,RAB_f10ed921,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,3,"निम्न में से किसने टैगोर के ""संगीतेर मुक्ति"" (इमैनिसिपेशन ऑफ़ म्यूजिक) को ""भारत का मैग्नाकार्टा"" माना है ?",स्वयं टैगोर ने,दिलीप कुमार राय ने,धुरजोति प्रसाद मुखोपाध्याय ने,भीमराव शास्त्री ने,C,RAB_b54ce1b7,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,4,"""अजि कमल मुकुलदल खुलिलो"" - टैगोर ने इस गीत के संपूर्ण विषय-वाक्य का उल्लेख कहाँ पर किया?",संगीतेर मुक्ति,सुर ओ संगति,बिबिधा प्रसंग,गान संबंधे प्रबंध,A,RAB_dd3e117e,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,5,टैगोर ने किस पुस्तक में 'पुरबी' में हिन्दुस्तानी गीत 'लेंगे श्याम केन्दोरिया' का उल्लेख किया ?,संगीत,संगीतेर मुक्ति,संगीत ओ भाव,गान सम्बन्धे प्रबंध,B,RAB_8c01e89b,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,6,"""संध्या संगीत"" नामक पुस्तक किसके द्वारा लिखी गयी है ?",सौरिन्द्र मोहन टैगोर,रबीन्द्रनाथ टैगोर,स्वामी प्रज्ञान आनन्द,कृष्णधन बंदोपाध्याय,B,RAB_3d70d3c8,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,7,रबीन्द्रनाथ टैगोर को ‘कवि कुलगुरु' की उपाधि किसने दी ?,पंडित जवाहरलाल नेहरु ने,महात्मा गांधी ने,वल्लभभाई पटेल ने,वी.एन. भटखंडे ने,C,RAB_1dcb94d7,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,8,विषम का चयन करें :,अंधाकरेर उत्सो होते,अजी बरासर रूप हेरी,अंधाकरेर माझे अमाय धोरेछो,भाबते परिने पोरे भावना,A,RAB_16c9376d,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,9,विषम का चयन करें :,बंधु,प्रेमोबोयचितरो,अनुष्ठानिक,बिरहो,C,RAB_9f762f89,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,10,विषम का चयन करें :,सुनो तोमार अमृतोवाणी,दांरो अमार आखिर आगे,हे सखा ममो हृदय रहो,के जाए अमृतोधामजातरी,A,RAB_84b92c56,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,11,विषम का चयन करें :,गीतविथिका,नवीन,शेफाली,नबगीतिका,B,RAB_bbab7ce9,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,12,विषम का चयन करें :,डाकघर,पोस्ट मास्टर,शास्ति,घाटेर कोथा,A,RAB_da5a6baf,Identify the Incorrect Statement
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,13,पश्चिम बंगाल में 'बंग संगीत विद्यालय' नामक प्रथम संगीत संस्थान के संस्थापक थे :,महाराजा जतिन्द्र मोहन टैगोर,कृष्णधन बंदोपाध्याय,हेमेन्द्र नाथ,महर्षि देवेन्द्र नाथ,A,RAB_4146afb3,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,14,सौरिन्द्र मोहन टैगोर ने किस क्षेत्र में ख्याति प्राप्त की है ?,कंठसंगीत,चित्रकारी,काव्य,संगीत-शास्त्र,D,RAB_9a080928,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,15,संगीत प्रकाशिका' पत्रिका के संस्थापक एवं संपादक कौन थे और यह किस वर्ष में प्रकाशित हुआ ?,रबीन्द्रनाथ टैगोर (1902),ज्योतिरिन्द्रनाथ टैगोर (1901),द्विजेन्द्रनाथ टैगोर (1900),सौम्येन्द्रनाथ टैगोर (1901),B,RAB_682dd9a6,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,16,"निम्न में से कौन पश्चिम बंगाल में सुरबहार, वीणा एवं विशेषकर सितार बजाने में विशेषज्ञ थे ?",रबीन्द्रनाथ टैगोर,लक्ष्मी प्रसाद मिश्रा,ज्योतिरिन्द्रनाथ टैगोर,सौरिन्द्र मोहन टैगोर,D,RAB_a7d30acd,Normal MCQ
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,17,"अभिकथन (A) : ""कविता में किसी रचना विशेष के पास अपने स्वयं के साहित्यिक का एक सूक्ष्म परिवेश होता है, उन शब्दों का विशेष अर्थ विदेशियों को कभी समझ नहीं आ सकता; उनकी सर्वोच्च सुंदरता का आनंद सिर्फ उन्हें सुनने या सिर्फ उनके साहित्यक अर्थों को समझने के द्वारा नहीं प्राप्त किया जा सकता, क्योंकि उसमें वह जुड़ाव नहीं होगा""। कारण (R) : कविताओं का अनुवाद वांछनीय नहीं है। कूट :",(A) गलत है लेकिन (R) सही है।,(A) सही है लेकिन (R) गलत है।,"(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।","(A) और (R) दोनों सही हैं, और (R), (A) की सही व्याख्या है।",B,RAB_fd0ecf40,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,18,अभिकथन (A) : 'विश्व भारती' की स्थापना शांतिनिकेतन में टैगोर द्वारा एक विश्वविद्यालय के रूप में की गई थी - जहाँ लोगों को शिक्षण-अधिगम प्रक्रिया के माध्यम से स्वयं को भीतर से विकसित करने के उद्देश्य से आना चाहिए। कारण (R) : टैगोर सांस्थानिक प्रशिक्षण के कठोर नियम को नापसंद करते थे। कूट :,(A) और (R) दोनों सही हैं।,(A) सही है लेकिन (R) गलत है।,"(A) सही है और (R), (A) का समर्थक है।","(A) और (R) दोनों सही हैं लेकिन (R), (A) का समर्थक नहीं है।",C,RAB_f1861b27,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,19,अभिकथन (A) : टैगोर का संपूर्ण जीवन दुखदायी था और हम उनकी रचनाओं में उनके दुखों का प्रतिबिंब देखते हैं। कारण (R) : टैगोर के गीतों की अधिकांश धुनें उदासीपूर्ण हैं। कूट :,(A) और (R) दोनों सही हैं।,"(A) सही है, लेकिन (R) गलत है।","(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।","(R), (A) का समर्थक है।",B,RAB_bd1044b7,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,20,अभिकथन (A) : टैगोर प्रेम और भक्ति के बारे में भ्रमित थे। कारण (R) : क्योंकि टैगोर की संपूर्ण संगीतमय रचनाओं में प्रेम गीतों और भक्ति गीतों को पहचानना काफी कठिन है। कूट :,"(A) सही है, लेकिन (R) गलत है।","(A) गलत है, लेकिन (R) सही है।",(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,C,RAB_fe256a3d,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,21,"अभिकथन (A) : टैगोर की अंतिम संगीत रचना ""हे नूतन"" है। कारण (R) : हालांकि, 'हे नूतन' को पहले 'पूरबी' की 'पच्चीसे बइशाख' कविता में शामिल किया गया था - टैगोर ने उस कविता का संपादन किया और इसी पद को संगीत रचना के लिए चुना। कूट :",(A) और (R) दोनों गलत हैं।,"(A) गलत है, लेकिन (R) सही है।","(A) और (R) दोनों सही हैं लेकिन (R), (A) की सही व्याख्या नहीं है।","(A) और (R) दोनों सही हैं और (R), (A) की सही व्याख्या है।",D,RAB_ac6ff51d,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,22,अभिकथन (A) : 'संगीत चिंता' में रबिन्द्रनाथ का संगीत संबंधी चिंतन शामिल है। कारण (R) : टैगोर ने 'संगीत चिंता' नामक पुस्तक लिखी। कूट :,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,"(A) सही है, लेकिन (R) गलत है।","(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।",C,RAB_5bf5aac1,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,23,"अभिकथन (A) : हिंदुस्तानी शास्त्रीय संगीत के कलाकार से हम सुरों के प्रति निष्ठा की अपेक्षा रखते हैं यह कठोरतापूर्वक निश्चित किया गया है। कारण (R) : अपनी प्रशिक्षण अवधि के दौरान उन्हें अपने शिक्षकों के प्रति पूर्ण एकाग्रता, ध्यान, समर्पण और निष्ठा रखना पड़ता है। कूट :",(A) और (R) दोनों सही हैं।,"(A) सही है, लेकिन (R) गलत है।","(A) गलत है, लेकिन (R) सही है।","(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है।",C,RAB_bd4fe035,Assertion and Reason
RABINDRA SANGEET,Question Papers of NET December 2015,Paper II,24,"अभिकथन (A) : टैगोर की नृत्य-नाटिका में नृत्य, संगीत और नाटक समाहित है। कारण (R) : नृत्य-नाटिका और संगीत-नाटिका के बीच अंतर नृत्य की उपस्थिति या अनुपस्थिति पर निर्भर करता है। कूट :",(A) और (R) दोनों सही हैं।,"(A) गलत है, लेकिन (R) सही है।",(A) और (R) दोनों गलत हैं।,"(A) सही है, लेकिन (R) गलत है।",D,RAB_269dd9dc,Assertion and Reason
