subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Indian Culture,Question Papers of NET Dec. 2012,Paper III,24,सूची - I को सूची - II से सुमेलित कीजिए और प्रदत्त कूट से सही उत्तर का चयन कीजिए : सूची - I  (स्मारक)        सूची - II (राजा) a. मेहरौली लौह  i. अशोक स्तम्भ शिलालेख b. ऐरण पाषाण  ii. हेलोडोरस स्तम्भ शिलालेख c. रामपूर्वा वृषभ शीश  iii. बुद्धगुप्त d. बेसनगर स्तम्भ   iv. चन्द्रगुप्त द्वितीय शिलालेख कूट : a b c d,i ii iii iv,ii iii iv i,iii ii i iv,iv iii i ii,D,IND_275d5bb0,Match the List
Indian Culture,Question Papers of NET Dec. 2012,Paper III,25,उस गुप्त और वाकाटक रानी का नाम जिसने अनुदान स्वरूप भूमि दी :,कुमारदेवी,कुबेरनागा,दत्तादेवी,प्रभावती गुप्ता,D,IND_69083229,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,26,निम्नलिखित में से किस अजन्ता गुफा में मरणासन्न राजकुमारी का दृश्य चित्रित है ?,गुफा संख्या 9,गुफा संख्या 10,गुफा संख्या 1,गुफा संख्या 16,D,IND_7801fc16,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,27,किस काल के मंदिर की वास्तुकला में पहली बार गंगा और यमुना की आकृतियाँ आती हैं ?,पल्लव,गुप्त,चंदेल,परमार,B,IND_a5804534,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,28,चतुष्पाद शिव प्रतिमा कहाँ है ?,उदयपुर,नचना कुठारा,एलोरा,खजुराहो,D,IND_fb697cb6,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,29,चोल सम्राटों के अधीन 'कुर्रम' क्या था ?,एक ज़िला,कुछ ग्रामों का समूह,एक प्रान्त,एक नगर,B,IND_8e2667be,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,30,वह चोल सम्राट जिसने श्री विजय के शासक शैलेन्द्र को नागापत्तीनम् में बौद्ध विहार को स्थापित करने के लिए प्रोत्साहित किया ?,राजेन्द्र प्रथम,राजराज प्रथम,राजेन्द्र द्वितीय,राजाधिराज,B,IND_dd5f377e,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,31,शिव के लकुलीश अवतार से कौन सा स्थान सम्बंधित है ?,काया-वरोहण,प्रयाग,उज्जयिनी,सोमनाथ,A,IND_af4a1012,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,32,गंगा अवतरण' का दृश्य कहाँ चित्रित है :,काँचीपुरम्,एहोल,मदुराई,मामल्लपुरम,D,IND_027add8b,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,33,अल-बरूनी की कृति 'किताब-उल-हिन्द' से सम्बन्धित कथनों पर विचार कीजिए : यह भारत के राजनीतिक इतिहास पर प्रमुखता से केंद्रित है। यह महमूद गजनवी के आक्रमणों का वर्णन करती है। यह भारतीय संस्कृति के सार प्रस्तुत करती है । यह भारत के सामाजिक एवं सांस्कृतिक इतिहास को दर्शाती है । उपरोक्त कथनों में से कौन से कथन सही हैं ?,1 और 2,2 और 3,3 और 4,4 और 1,C,IND_3ce61fdc,Identify the Incorrect Statement
Indian Culture,Question Papers of NET Dec. 2012,Paper III,34,सूची - I को सूची - II से सुमेलित कीजिए और प्रदत्त कूट से सही उत्तर का चयन कीजिए : सूची - I(मूर्ति)    सूची - II (स्थान) a. धर्म-चक्र परिवर्तन i. एलोरा में बुद्ध की मूर्ति b. शेष साई विष्णु ii. सारनाथ c. रावण-अनुग्रह iii. गंगईकोंडचोलपुरम् शिव मूर्ति d. चंदेश-अनुग्रह मूर्ति iv. देवगढ़ कूट a b C d,i iii ii iv,ii iv iii i,iii ii i iv,iv ii iii i,B,IND_9fc1dc48,Match the List
Indian Culture,Question Papers of NET Dec. 2012,Paper III,35,"निम्नलिखित दो कथनों में से पहले को अभिकथन (A) और दूसरे को तर्क (R) कहा गया है : अभिकथन (A) : अल-बरूनी अन्त्यज का विस्तृत वर्णन करता है। तर्क (R) : यह एक समान सामाजिक सजातीय समूह था । उपरोक्त दो कथनों के संदर्भ में, कौन सा कथन सही है ?",(A) और (R) दोनों सही हैं और (A) का (R) सही स्पष्टीकरण है ।,"(A) और (R) दोनों सही हैं, परन्तु (A) का (R) सही स्पष्टीकरण नहीं है ।","(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",C,IND_86bbd1c5,Assertion and Reason
Indian Culture,Question Papers of NET Dec. 2012,Paper III,36,"निम्नलिखित दो कथनों में से पहले को अभिकथन (A) और दूसरे को तर्क (R) कहा गया है : अभिकथन (A) : भारत में पूर्व मध्यकाल के दौरान अधिकांश ऐतिहासिक साहित्य का लेखन छोटे राज्यों में हुआ । तर्क (R) : इन छोटे राज्यों के शासकों ने लेखकों को प्रोत्साहित किया कि वे उनकी वंशावली को उच्च कुल से स्थापित करें । उपरोक्त दो कथनों के संदर्भ में, इनमें से कौन सा कथन सही है ?",(A) और (R) दोनों सही हैं और (A) का (R) सही स्पष्टीकरण है ।,"(A) और (R) दोनों सही हैं, परन्तु (A) का (R) सही स्पष्टीकरण नहीं है।","(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",A,IND_98c738e9,Assertion and Reason
Indian Culture,Question Papers of NET Dec. 2012,Paper III,37,रामानुज किस मंदिर में शिक्षा देते थे ?,मदुराई,श्रीरंगम्,मामल्लपुरम,सोमनाथपुर,B,IND_157523c7,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,38,कौन सा दिल्ली सुल्तान अशोक स्तम्भ को दिल्ली लाया ?,कुतुबुद्दीन ऐबक,जलालुद्दीन खिलजी,फिरोज़शाह तुगलक,मुहम्मद बिन तुगलक,C,IND_78b31972,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,39,पूर्व में पुर्तगाली गवर्नर जो भारत में पुर्तगाली सत्ता का वास्तविक संस्थापक था :,अल्मेडा,अल्बुकर्क,फ्रांसिस ड्रेक,वास्को डी गामा,B,IND_08ae4c92,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,40,खुत्बा है,मुद्रा टंकन का अधिकार,जुम्मा (शुक्रवार) की नमाज़ के बाद किया जाने वाला प्रवचन,सिरोपा,उपरोक्त में से कोई नहीं,B,IND_aa35db8b,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,41,विजयनगर साम्राज्य में स्त्रियों की स्थिति में गिरावट के लिए प्राय किसे कारण माना जाता है ?,पर्दा,सती,बहुपत्नीत्व,(B) और (C) दोनों,D,IND_040b55d4,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,42,सामा उदार वृत्ति को प्रकट करता है और इसका अभ्यास मुख्यतया किसके द्वारा हुआ है ?,सुहरावर्दी सिलसिले के सूफी,चिश्ती सिलसिले के सूफी,नक्शबन्दी सिलसिले के सूफी,फिरदौसिया सिलसिले के सूफी,B,IND_12aaeefc,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,43,"फवैद-उल-फुआद मल्फूज़', जिसका संग्रह मीर खुर्द ने किया, किसकी 'कहनी और करनी' का रिकार्ड था ?",ख्वाजा मोइओद्दीन चिश्ती,शेख फरीद गंज शक्कर,शेख सलीम चिश्ती,शेख निजामुद्दीन औलिया,D,IND_ea4c5adc,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,44,निम्नलिखित में से किसने एअमास (दान में भूमि प्राप्त करने वाले) को लश्कर-ए-दुआगो (दुआ करने वाली फौज) कहा था ?,बाबर,जहांगीर,अबुल फज़ल,औरंगज़ेब,B,IND_477419fc,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,45,"पुस्तक 'दबिस्तान-ए-मज़ाहिब', जो शाहजहाँ काल के दौरान लिखी गई, का विषय भी है :",यदूही धर्म,ईसाई मत,(A) और (B) दोनों,उपरोक्त में से कोई नहीं,C,IND_4ab4dfa3,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,46,दाराशिकोह को ‘मुलहिद' किसने कहा था ?,शाह शुजा,मुराद,औरंगजेब,मोहम्मद काज़िम,C,IND_19553814,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,47,"उस विद्वान का नाम बताइये, जो मुगल साम्राज्य के पतन का मुख्य कारण सांस्कृतिक विफलता समझते हैं, तथा यही कारण उज़बेग, ऑटोमन (Ottoman) तथा सफाविद साम्राज्यों को भी प्रयोज्य है :",एम.अतहर अली,इरफान हबीब,सतीश चन्द्र,ए.जॉन कैज़र,A,IND_60d77a1b,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,48,भारत में उर्दू भाषा का जन्म पारस्परिक क्रिया से हुआ था,तुर्की तथा फारसी में,फारसी तथा अरबी में,"अरबी, फारसी तथा भारतीय देशी भाषाओं में",फारसी तथा मध्यकालीन दक्षिण भारतीय स्थानीय बोलियों में,C,IND_3c0877e5,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,49,निम्नलिखित दो कथनों में से पहले को अभिकथन (A) और दूसरे को तर्क (R) कहा गया है : अभिकथन (A) : विवाहित पुरुषों द्वारा भारत में मध्यकाल के दौरान कई महत्त्वपूर्ण धार्मिक सम्प्रदाय स्थापित किये गए । तर्क (R) : सिख गुरुओं ने 'धार्मिक गुरु' बनने के पश्चात अपनी पत्नियों का परित्याग नहीं किया । प्रदत्त कूट से सही उत्तर का चयन कीजिए :,(A) और (R) दोनों सही हैं और (A) का (R) सही स्पष्टीकरण है ।,"(A) और (R) दोनों सही हैं, परन्तु (A) का (R) सही स्पष्टीकरण नहीं है।","(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",B,IND_c91181db,Assertion and Reason
Indian Culture,Question Papers of NET Dec. 2012,Paper III,50,निम्नलिखित में से कौन सा कथन है जो मध्यकालीन मुलतान के व्यापारिक महत्त्व को नहीं दर्शाता ?,मुलतान का व्यापारिक महत्व बढ़ा क्योंकि वहाँ सुहरावर्दी सिलसिले की वृहत स्थापना हुई।,दिल्ली से इस्लामी देशों को जाने वाला व्यापार-मार्ग मुलतान से गुजरता था ।,मुलतान ने इस्लामी देशों को गुलामों का खूब निर्यात किया।,सत्रहवीं शताब्दी के द्वितीय अर्ध में लाहौर के उत्थान ने मुलतान के व्यापारिक महत्त्व को बढ़ाया ।,D,IND_95cb67df,Identify the Incorrect Statement
Indian Culture,Question Papers of NET Dec. 2012,Paper III,51,संस्कृति का अर्थ है :,नृतत्वशास्त्र का अध्ययन,समाजशास्त्र का अध्ययन,दर्शनशास्त्र का अध्ययन,लोगों के व्यवहार एवं उपलब्धियों का अध्ययन,D,IND_c12be0dd,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,52,"सांस्कृतिक विचार एवं मूल्य एक सामाजिक समूह से दूसरे समूह में भिन्न होते हैं, परन्तु ये किसके लिए एकरूपता हैं ?",समाज के एक समुदाय के लिए,एकाकी जनसंख्या अथवा जनजाति,मरूस्थलीय लोग,पर्वतीय लोग,B,IND_91c196ce,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,53,सांस्कृतिक संरक्षण हेतु आवश्यक है :,जन-जागृति,ज्ञान का संरक्षण,सांस्कृतिक क्षेत्रों की पहचान तथा सुरक्षा,संरक्षण की शक्ति,C,IND_f11c53ed,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,54,"लड़कियों के लिए हिंदू स्कूल कलकत्ता जो पहली बार 1849 में स्थापित हुआ, उसका संस्थापक था",राजा राममोहन राय,देवेन्द्रनाथ टैगोर,ईश्वरचन्द्र विद्यासागर,बंकिम चन्द्र चैटर्जी,C,IND_639554b0,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,55,हिंदू विधवा विवाह को कानूनी बनाने का विधेयक किस वर्ष में अधिनियम बना ?,1829 ई.,1856 ई.,1872 ई.,1878 ई.,B,IND_7c77989d,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,56,निम्नलिखित में से कौन सी मान्यता आर्य समाज का अंश नहीं है ?,ईश्वर एक है ।,"ईश्वर की उपासना आध्यात्मिकता से की जाए, मूर्ति पूजा से नहीं।",चार वेदों में ईश्वरीय ज्ञान है ।,सभी धर्म सत्य हैं और अच्छे हैं ।,D,IND_ee613ea8,Identify the Incorrect Statement
Indian Culture,Question Papers of NET Dec. 2012,Paper III,57,जीव शिव है' इस सिद्धान्त का प्रचलन किसने किया ?,राजा राममोहन राय,दयानन्द सरस्वती,रामकृष्ण परमहंस,श्री नारायण गुरु,C,IND_fab0e0d7,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,58,"1888 ई. में हुए राष्ट्रीय सामाजिक सम्मेलन के अधिवेशन जो मद्रास में हुआ, की अध्यक्षता किसने की ?",एम.जी. रानाडे,टी. माधव राव,राय बहादुर रघुनाथ राव,के. नटराजन,B,IND_145f5ca6,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,59,बंगाल के स्वदेशी आन्दोलन से निम्नलिखित समितियों में से कौन सी समिति सम्बंधित नहीं थी ?,स्वदेश बांधव,गदर,ब्रती,अनुशीलन,B,IND_cd6748ba,Identify the Incorrect Statement
Indian Culture,Question Papers of NET Dec. 2012,Paper III,60,"निम्नलिखित दो कथनों में से पहले को अभिकथन (A) और दूसरे को तर्क (R) कहा गया है : अभिकथन (A) : महात्मा गांधी ने ब्रिटिश साम्राज्य के विरुद्ध असहयोग आन्दोलन प्रारम्भ किया । तर्क (R) : वे मद्य निषेष के अडिग विश्वासी थे। उक्त दो कथनों के संदर्भ में, इनमें से कौन सा कथन सही है ?",(A) और (R) दोनों सही हैं और (A) का (R) सही स्पष्टीकरण है ।,"(A) और (R) दोनों सही हैं, परन्तु (A) का (R) सही स्पष्टीकरण नहीं है।","(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",B,IND_e1727bd5,Assertion and Reason
Indian Culture,Question Papers of NET Dec. 2012,Paper III,61,कांग्रेस ने मुस्लिमों के लिए पृथक निर्वाचक मण्डल को किस द्वारा स्वीकार किया ?,पूना समझौता (पैक्ट),शिमला समझौता,लखनऊ समझौता,लाहौर समझौता,C,IND_fa839cc9,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,62,कौन सी पुस्तक को बी.आर. अम्बेडकर ने 1927 में जनसमूह के आगे जलाया था ?,कामसूत्र,मनुस्मृति,अर्थशास्त्र,भगवद् गीता,B,IND_9ba6245c,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,63,भारतीय राष्ट्रीय कांग्रेस के किस विशेष अधिवेशन में असहयोग आन्दोलन का प्रस्ताव पारित हुआ ?,अमृतसर,कलकत्ता,हरिपुरा,इलाहाबाद,B,IND_35479add,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,64,भारतीय किसान सभा का 1936 में अध्यक्ष कौन था ?,रामचन्द्र बाबा,सहजानंद सरस्वती,एन.जी. रंगा,ई.एम.एस. नम्बूदरीपाद,B,IND_e583e3f0,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,65,लोक सेवाओं के लिए 1912 में गठित राजकीय आयोग के अध्यक्ष कौन थे ?,गोपाल कृष्ण गोखले,वेलेन्टाइन चिरोल,सर अब्दुर रहीम,लॉर्ड इसलिंग्टन,D,IND_c772cded,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,66,किस वायसराय के कार्यकाल में ‘पुरातन स्मारक निवारण अधिनियम’ बना ?,रिप्पन,डफरिन,जॉन लारंस,कर्ज़न,D,IND_ee56ba7c,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,67,सूची-I को सूची-II से सुमेलित कीजिए और प्रदत्त कूट से सही उत्तर का चयन कीजिए : सूची - I         सूची - II a. एम.सी. राजा i. जस्टिस पार्टी b. ई.वी. ii. आदि हिंदू भवन रामास्वामी नायकर c. श्री नारायण गुरु iii. एस.एन.डी.पी. योगम् d. भाग्यरेड्डी वर्मा iv. आत्म-सम्मान आन्दोलन कूट : a b c d,i iv iii ii,ii iii i iv,iv i ii iii,iii ii iv i,A,IND_1b133544,Match the List
Indian Culture,Question Papers of NET Dec. 2012,Paper III,68,ललित कला अकादमी की स्थापना किस वर्ष में हुई ?,1953,1954,1956,1959,B,IND_0dab7daa,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper III,69,1964 में शिक्षा आयोग का अध्यक्ष कौन था ?,आचार्य नरेन्द्र देव,एम. भक्तवत्सलम्,डी. एस. कोठारी,रजनी कोठारी,C,IND_8d51943d,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,1,वह कौन सा ग्रंथ है जिसमें बुद्ध की कुशीनगर की अन्तिम यात्रा का वर्णन है ?,महापरिनिर्वाण सूत्र,ललित विस्तर,बुद्धचरित,जातक कथाएँ,A,IND_1acd1b41,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,2,निम्नलिखित में से श्रीलंकाई बौद्ध स्रोत कौन सा है ?,लंकावतार सूत्र,अशोकावदात,दीपवंश,उपरोक्त में से कोई नहीं,C,IND_75794219,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,3,नालन्दा विश्वविद्यालय की कार्यप्रणाली का किस के यात्रावृत्त से पता चलता है ?,मेगस्थनीज,ह्वेन सांग,बाण,फाहियान,B,IND_387f59d8,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,4,निम्नलिखित में से कौन सा हड़प्पाई स्थल है जिसके बारे में यह कहा जाता है कि वह अग्नि- ध्वंस हुआ ?,कोटदीजि,आमरी,धोलावीरा,लोथल,A,IND_a7588420,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,5,किस पूर्व-पाषाण क्रमावस्था से पूर्व-ऐतिहासिक प्रस्तरयुगीन उपकरण सम्बंधित हैं ?,पूर्व-पाषाण युग,मध्य-पाषाण युगीन,उत्तर-पाषाण युगीन,उपरोक्त में से कोई नहीं,B,IND_1ad6337f,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,6,प्रथम हड़प्पा स्थल को किसने खोज निकाला ?,सर जौन मार्शल,दयाराम साहनी,आर.डी. बैनर्जी,एम. व्हीलर,B,IND_af5a8808,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,7,हड़प्पा-मुद्राओं का निर्माण कैसे किया गया ?,कर्तन द्वारा,गढ़ाई द्वारा,छेदन द्वारा,ढलाई द्वारा,B,IND_bfd72b21,Normal MCQ
Indian Culture,Question Papers of NET Dec. 2012,Paper II,8,ऋग्वेद के नौवें मण्डल की ऋचाएँ किस देवता को समर्पित हैं ?,इन्द्र,अग्नि,मित्र,सोम,D,IND_a6b095b6,Normal MCQ
